CANDO_ID	DRUGBANK_ID	GENERIC_NAME	DRUG_GROUPS
83	DB00188	bortezomib	approved;investigational
84	DB00189	ethchlorvynol	approved;illicit;withdrawn
85	DB00190	carbidopa	approved
86	DB00191	phentermine	approved;illicit
87	DB00192	indecainide	approved
88	DB00193	tramadol	approved;investigational
89	DB00194	vidarabine	approved;investigational
90	DB00195	betaxolol	approved;investigational
91	DB00196	fluconazole	approved;investigational
92	DB00197	troglitazone	approved;investigational;withdrawn
93	DB00198	oseltamivir	approved
94	DB00199	erythromycin	approved;investigational;vet_approved
95	DB00200	hydroxocobalamin	approved
96	DB00201	caffeine	approved
97	DB00202	succinylcholine	approved
98	DB00203	sildenafil	approved;investigational
99	DB00204	dofetilide	approved;investigational
100	DB00205	pyrimethamine	approved;investigational;vet_approved
101	DB00206	reserpine	approved;investigational
102	DB00207	azithromycin	approved
103	DB00208	ticlopidine	approved
104	DB00209	trospium	approved
105	DB00210	adapalene	approved
106	DB00211	midodrine	approved
107	DB00212	remikiren	experimental
108	DB00213	pantoprazole	approved
109	DB00214	torasemide	approved
110	DB00215	citalopram	approved
111	DB00216	eletriptan	approved;investigational
112	DB00217	bethanidine	approved
113	DB00218	moxifloxacin	approved;investigational
114	DB00219	oxyphenonium	approved
115	DB00220	nelfinavir	approved
116	DB00221	isoetharine	approved
117	DB00222	glimepiride	approved
118	DB00223	diflorasone	approved
119	DB00224	indinavir	approved
120	DB00226	guanadrel	approved
121	DB00227	lovastatin	approved;investigational
122	DB00228	enflurane	approved;investigational;vet_approved
123	DB00229	cefotiam	approved;investigational
124	DB00230	pregabalin	approved;investigational
125	DB00231	temazepam	approved;investigational
126	DB00232	methyclothiazide	approved
127	DB00233	aminosalicylic_acid	approved
128	DB00234	reboxetine	approved;experimental
129	DB00235	milrinone	approved
130	DB00236	pipobroman	approved
131	DB00237	butabarbital	approved;illicit
132	DB00238	nevirapine	approved
133	DB00239	oxiconazole	approved
134	DB00240	alclometasone	approved
135	DB00241	butalbital	approved;illicit
136	DB00242	cladribine	approved;investigational
137	DB00243	ranolazine	approved;investigational
138	DB00244	mesalazine	approved
139	DB00245	benzatropine	approved
140	DB00246	ziprasidone	approved
141	DB00247	methysergide	approved
142	DB00248	cabergoline	approved
143	DB00249	idoxuridine	approved;investigational
144	DB00250	dapsone	approved;investigational
145	DB00251	terconazole	approved
146	DB00252	phenytoin	approved;vet_approved
147	DB00253	medrysone	approved
148	DB00254	doxycycline	approved;investigational;vet_approved
149	DB00255	diethylstilbestrol	approved;investigational
150	DB00256	lymecycline	approved;investigational
151	DB00257	clotrimazole	approved;vet_approved
152	DB00258	calcium_acetate	approved;investigational
153	DB00259	sulfanilamide	approved
154	DB00260	cycloserine	approved
155	DB00261	anagrelide	approved
156	DB00262	carmustine	approved;investigational
157	DB00263	sulfisoxazole	approved;vet_approved
158	DB00264	metoprolol	approved;investigational
159	DB00265	crotamiton	approved
160	DB00266	dicoumarol	approved
161	DB00267	cefmenoxime	approved
162	DB00268	ropinirole	approved;investigational
163	DB00269	chlorotrianisene	investigational;withdrawn
164	DB00270	isradipine	approved;investigational
165	DB00271	diatrizoate	approved;vet_approved
166	DB00272	betazole	approved
167	DB00273	topiramate	approved
168	DB00274	cefmetazole	approved;investigational
169	DB00275	olmesartan	approved;investigational
170	DB00276	amsacrine	approved;investigational
171	DB00277	theophylline	approved
172	DB00278	argatroban	approved;investigational
173	DB00279	liothyronine	approved;vet_approved
174	DB00280	disopyramide	approved
175	DB00281	lidocaine	approved;vet_approved
176	DB00282	pamidronic_acid	approved
177	DB00283	clemastine	approved;investigational
178	DB00284	acarbose	approved;investigational
179	DB00285	venlafaxine	approved
180	DB00287	travoprost	approved
181	DB00288	amcinonide	approved
182	DB00289	atomoxetine	approved
183	DB00290	bleomycin	approved;investigational
184	DB00291	chlorambucil	approved
185	DB00292	etomidate	approved
186	DB00293	raltitrexed	approved;investigational
187	DB00294	etonogestrel	approved;investigational
188	DB00295	morphine	approved;investigational
189	DB00296	ropivacaine	approved
190	DB00297	bupivacaine	approved;investigational
191	DB00298	dapiprazole	approved
192	DB00299	penciclovir	approved
193	DB00300	tenofovir_disoproxil	approved;investigational
194	DB00301	flucloxacillin	approved;investigational
195	DB00302	tranexamic_acid	approved
196	DB00303	ertapenem	approved;investigational
197	DB00304	desogestrel	approved
198	DB00305	mitomycin	approved
199	DB00306	talbutal	approved;illicit
200	DB00307	bexarotene	approved;investigational
201	DB00308	ibutilide	approved
202	DB00309	vindesine	approved;investigational
203	DB00310	chlorthalidone	approved
204	DB00311	ethoxzolamide	withdrawn
205	DB00312	pentobarbital	approved;investigational;vet_approved
206	DB00313	valproic_acid	approved;investigational
207	DB00314	capreomycin	approved
208	DB00315	zolmitriptan	approved;investigational
209	DB00316	acetaminophen	approved
210	DB00317	gefitinib	approved;investigational
211	DB00318	codeine	approved;illicit
212	DB00319	piperacillin	approved
213	DB00320	dihydroergotamine	approved;investigational
214	DB00321	amitriptyline	approved
215	DB00322	floxuridine	approved
216	DB00323	tolcapone	approved;withdrawn
217	DB00324	fluorometholone	approved;investigational
218	DB00325	nitroprusside	approved;investigational
219	DB00326	calcium_glucoheptonate	approved
220	DB00327	hydromorphone	approved;illicit
221	DB00328	indomethacin	approved;investigational
222	DB00330	ethambutol	approved
223	DB00331	metformin	approved
224	DB00332	ipratropium	approved;experimental
225	DB00333	methadone	approved
226	DB00334	olanzapine	approved;investigational
227	DB00335	atenolol	approved
228	DB00336	nitrofural	approved;investigational;vet_approved
229	DB00337	pimecrolimus	approved;investigational
230	DB00338	omeprazole	approved;investigational;vet_approved
231	DB00339	pyrazinamide	approved;investigational
232	DB00340	metixene	approved
233	DB00341	cetirizine	approved
234	DB00342	terfenadine	approved;withdrawn
235	DB00343	diltiazem	approved;investigational
236	DB00344	protriptyline	approved
237	DB00345	aminohippuric_acid	approved;investigational
238	DB00346	alfuzosin	approved;investigational
239	DB00347	trimethadione	approved
240	DB00348	nitisinone	approved;investigational
241	DB00349	clobazam	approved;illicit
242	DB00350	minoxidil	approved;investigational
243	DB00351	megestrol_acetate	approved;investigational;vet_approved
244	DB00352	tioguanine	approved
245	DB00353	methylergometrine	approved
246	DB00354	buclizine	approved
247	DB00355	aztreonam	approved
248	DB00356	chlorzoxazone	approved
249	DB00357	aminoglutethimide	approved;investigational
250	DB00358	mefloquine	approved;investigational
251	DB00359	sulfadiazine	approved;investigational;vet_approved
252	DB00360	sapropterin	approved;investigational
253	DB00361	vinorelbine	approved;investigational
254	DB00362	anidulafungin	approved;investigational
255	DB00363	clozapine	approved
256	DB00364	sucralfate	approved
257	DB00365	grepafloxacin	approved;investigational;withdrawn
258	DB00366	doxylamine	approved;vet_approved
259	DB00367	levonorgestrel	approved;investigational
260	DB00368	norepinephrine	approved
261	DB00369	cidofovir	approved
262	DB00370	mirtazapine	approved
263	DB00371	meprobamate	approved;illicit
264	DB00372	thiethylperazine	approved;withdrawn
265	DB00373	timolol	approved
266	DB00374	treprostinil	approved;investigational
267	DB00376	trihexyphenidyl	approved
268	DB00377	palonosetron	approved;investigational
269	DB00378	dydrogesterone	approved;investigational;withdrawn
270	DB00379	mexiletine	approved;investigational
271	DB00380	dexrazoxane	approved;withdrawn
272	DB00381	amlodipine	approved
273	DB00382	tacrine	approved;investigational;withdrawn
274	DB00383	oxyphencyclimine	approved
275	DB00384	triamterene	approved
276	DB00385	valrubicin	approved
277	DB00387	procyclidine	approved
278	DB00388	phenylephrine	approved
279	DB00389	carbimazole	approved;investigational
280	DB00390	digoxin	approved
281	DB00391	sulpiride	approved;investigational
282	DB00392	profenamine	approved
283	DB00393	nimodipine	approved;investigational
284	DB00394	beclomethasone_dipropionate	approved;investigational
285	DB00395	carisoprodol	approved
286	DB00396	progesterone	approved;vet_approved
287	DB00397	phenylpropanolamine	approved;vet_approved;withdrawn
288	DB00398	sorafenib	approved;investigational
289	DB00399	zoledronic_acid	approved
290	DB00400	griseofulvin	approved;investigational;vet_approved
291	DB00401	nisoldipine	approved
292	DB00402	eszopiclone	approved;investigational
293	DB00403	ceruletide	approved
294	DB00404	alprazolam	approved;illicit;investigational
295	DB00405	dexbrompheniramine	approved
296	DB00406	gentian_violet_cation	approved
297	DB00408	loxapine	approved
298	DB00409	remoxipride	approved;withdrawn
299	DB00410	mupirocin	approved;investigational;vet_approved
300	DB00411	carbamoylcholine	approved
301	DB00412	rosiglitazone	approved;investigational
302	DB00413	pramipexole	approved;investigational
303	DB00414	acetohexamide	approved;investigational;withdrawn
304	DB00415	ampicillin	approved;vet_approved
305	DB00416	metocurine_iodide	approved;withdrawn
306	DB00417	phenoxymethylpenicillin	approved;vet_approved
307	DB00418	secobarbital	approved;vet_approved
308	DB00419	miglustat	approved
309	DB00420	promazine	approved;vet_approved
310	DB00421	spironolactone	approved
311	DB00422	methylphenidate	approved;investigational
312	DB00423	methocarbamol	approved;vet_approved
313	DB00424	hyoscyamine	approved
314	DB00425	zolpidem	approved
315	DB00426	famciclovir	approved;investigational
316	DB00427	triprolidine	approved
317	DB00428	streptozocin	approved;investigational
318	DB00429	carboprost_tromethamine	approved
319	DB00430	cefpiramide	approved
320	DB00431	lindane	approved;withdrawn
321	DB00432	trifluridine	approved;investigational
322	DB00433	prochlorperazine	approved;vet_approved
323	DB00434	cyproheptadine	approved
324	DB00435	nitric_oxide	approved
325	DB00436	bendroflumethiazide	approved
326	DB00437	allopurinol	approved
327	DB00438	ceftazidime	approved
328	DB00439	cerivastatin	approved;withdrawn
329	DB00440	trimethoprim	approved;vet_approved
330	DB00441	gemcitabine	approved
331	DB00442	entecavir	approved;investigational
332	DB00443	betamethasone	approved;vet_approved
333	DB00444	teniposide	approved
334	DB00445	epirubicin	approved
335	DB00446	chloramphenicol	approved;vet_approved
336	DB00447	loracarbef	approved;investigational;withdrawn
337	DB00448	lansoprazole	approved;investigational
338	DB00449	dipivefrin	approved
339	DB00450	droperidol	approved;vet_approved
340	DB00451	levothyroxine	approved
341	DB00452	framycetin	approved
342	DB00453	clomocycline	experimental
343	DB00454	meperidine	approved
344	DB00455	loratadine	approved;investigational
345	DB00456	cefalotin	approved;investigational;vet_approved
346	DB00457	prazosin	approved
347	DB00458	imipramine	approved
348	DB00459	acitretin	approved
349	DB00460	verteporfin	approved;investigational
350	DB00461	nabumetone	approved
351	DB00462	methscopolamine_bromide	approved
352	DB00463	metharbital	withdrawn
353	DB00464	sodium_tetradecyl_sulfate	approved;investigational
354	DB00465	ketorolac	approved
355	DB00466	picrotoxin	experimental
356	DB00467	enoxacin	approved;investigational
357	DB00468	quinine	approved
358	DB00469	tenoxicam	approved
359	DB00470	dronabinol	approved;illicit
360	DB00471	montelukast	approved
361	DB00472	fluoxetine	approved;vet_approved
362	DB00473	hexylcaine	approved;withdrawn
363	DB00474	methohexital	approved
364	DB00475	chlordiazepoxide	approved;illicit;investigational
365	DB00476	duloxetine	approved
366	DB00477	chlorpromazine	approved;investigational;vet_approved
367	DB00478	rimantadine	approved;investigational
368	DB00479	amikacin	approved;investigational;vet_approved
369	DB00480	lenalidomide	approved
370	DB00481	raloxifene	approved;investigational
371	DB00482	celecoxib	approved;investigational
372	DB00483	gallamine_triethiodide	approved
373	DB00484	brimonidine	approved
374	DB00485	dicloxacillin	approved;investigational;vet_approved
375	DB00486	nabilone	approved;investigational
376	DB00487	pefloxacin	approved
377	DB00488	altretamine	approved
378	DB00489	sotalol	approved
379	DB00490	buspirone	approved;investigational
380	DB00491	miglitol	approved
381	DB00492	fosinopril	approved
382	DB00493	cefotaxime	approved
383	DB00494	entacapone	approved;investigational
384	DB00495	zidovudine	approved
385	DB00496	darifenacin	approved;investigational
386	DB00497	oxycodone	approved;illicit;investigational
387	DB00498	phenindione	approved;investigational
388	DB00499	flutamide	approved;investigational
389	DB00500	tolmetin	approved
390	DB00501	cimetidine	approved;investigational
391	DB00502	haloperidol	approved
392	DB00503	ritonavir	approved;investigational
393	DB00504	levallorphan	approved
394	DB00505	tridihexethyl	withdrawn
395	DB00507	nitazoxanide	approved;investigational;vet_approved
396	DB00508	triflupromazine	approved;vet_approved
397	DB00509	dextrothyroxine	approved;investigational
398	DB00511	acetyldigitoxin	approved
399	DB00512	vancomycin	approved
400	DB00513	aminocaproic_acid	approved;investigational
401	DB00514	dextromethorphan	approved
402	DB00517	anisotropine_methylbromide	approved
403	DB00518	albendazole	approved;vet_approved
404	DB00519	trandolapril	approved
405	DB00520	caspofungin	approved
406	DB00521	carteolol	approved
407	DB00522	bentiromide	investigational;withdrawn
408	DB00523	alitretinoin	approved;investigational
409	DB00524	metolazone	approved
410	DB00525	tolnaftate	approved;investigational;vet_approved
411	DB00527	cinchocaine	approved;vet_approved
412	DB00528	lercanidipine	approved;investigational
413	DB00529	foscarnet	approved
414	DB00530	erlotinib	approved;investigational
415	DB00531	cyclophosphamide	approved;investigational
416	DB00532	mephenytoin	approved;investigational;withdrawn
417	DB00533	rofecoxib	approved;investigational;withdrawn
418	DB00534	chlormerodrin	approved;withdrawn
419	DB00535	cefdinir	approved
420	DB00536	guanidine	approved
421	DB00537	ciprofloxacin	approved;investigational
422	DB00538	gadoversetamide	approved;investigational
423	DB00539	toremifene	approved;investigational
424	DB00540	nortriptyline	approved
425	DB00541	vincristine	approved;investigational
426	DB00542	benazepril	approved;investigational
427	DB00543	amoxapine	approved
428	DB00544	fluorouracil	approved
429	DB00545	pyridostigmine	approved;investigational
430	DB00546	adinazolam	experimental
431	DB00547	desoximetasone	approved
432	DB00548	azelaic_acid	approved
433	DB00549	zafirlukast	approved;investigational
434	DB00550	propylthiouracil	approved;investigational
435	DB00551	acetohydroxamic_acid	approved
436	DB00552	pentostatin	approved;investigational
437	DB00553	methoxsalen	approved
438	DB00554	piroxicam	approved;investigational
439	DB00555	lamotrigine	approved;investigational
440	DB00556	perflutren	approved
441	DB00557	hydroxyzine	approved
442	DB00558	zanamivir	approved;investigational
443	DB00559	bosentan	approved;investigational
444	DB00560	tigecycline	approved
445	DB00561	doxapram	approved;vet_approved
446	DB00562	benzthiazide	approved
447	DB00563	methotrexate	approved
448	DB00564	carbamazepine	approved;investigational
449	DB00565	cisatracurium	approved
450	DB00566	succimer	approved
451	DB00567	cephalexin	approved;investigational;vet_approved
452	DB00568	cinnarizine	approved;investigational
453	DB00569	fondaparinux	approved;investigational
454	DB00570	vinblastine	approved
455	DB00571	propranolol	approved;investigational
456	DB00572	atropine	approved;vet_approved
457	DB00573	fenoprofen	approved
458	DB00574	fenfluramine	approved;illicit;investigational;withdrawn
459	DB00575	clonidine	approved
460	DB00576	sulfamethizole	approved;investigational;vet_approved
461	DB00577	valaciclovir	approved;investigational
462	DB00578	carbenicillin	approved;investigational
463	DB00579	mazindol	approved;investigational
464	DB00580	valdecoxib	approved;investigational;withdrawn
465	DB00581	lactulose	approved
466	DB00582	voriconazole	approved
467	DB00583	levocarnitine	approved;investigational
468	DB00584	enalapril	approved;vet_approved
469	DB00585	nizatidine	approved
470	DB00586	diclofenac	approved;vet_approved
471	DB00587	cinalukast	experimental
472	DB00588	fluticasone_propionate	approved
473	DB00589	lisuride	approved;investigational
474	DB00590	doxazosin	approved
475	DB00591	fluocinolone_acetonide	approved;investigational;vet_approved
476	DB00592	piperazine	approved;vet_approved
477	DB00593	ethosuximide	approved
478	DB00594	amiloride	approved
479	DB00595	oxytetracycline	approved;investigational;vet_approved
480	DB00596	ulobetasol	approved
481	DB00597	gadoteridol	approved;investigational
482	DB00598	labetalol	approved
483	DB00599	thiopental	approved;vet_approved
484	DB00600	monobenzone	approved
485	DB00601	linezolid	approved;investigational
486	DB00602	ivermectin	approved;investigational;vet_approved
487	DB00603	medroxyprogesterone_acetate	approved;investigational
488	DB00604	cisapride	approved;investigational;withdrawn
489	DB00605	sulindac	approved;investigational
490	DB00606	cyclothiazide	approved
491	DB00607	nafcillin	approved;investigational
492	DB00608	chloroquine	approved;investigational;vet_approved
493	DB00609	ethionamide	approved
494	DB00610	metaraminol	approved;investigational
495	DB00611	butorphanol	approved;illicit;vet_approved
496	DB00612	bisoprolol	approved
497	DB00613	amodiaquine	approved;investigational
498	DB00614	furazolidone	experimental;vet_approved
499	DB00615	rifabutin	approved;investigational
500	DB00616	candoxatril	experimental
501	DB00617	paramethadione	approved
502	DB00618	demeclocycline	approved
503	DB00619	imatinib	approved
504	DB00620	triamcinolone	approved;vet_approved
505	DB00621	oxandrolone	approved;investigational
506	DB00622	nicardipine	approved;investigational
507	DB00623	fluphenazine	approved
508	DB00624	testosterone	approved;investigational
509	DB00625	efavirenz	approved;investigational
510	DB00626	bacitracin	approved;vet_approved
511	DB00627	niacin	approved;investigational;nutraceutical
512	DB00628	clorazepic_acid	approved;illicit
513	DB00629	guanabenz	approved;investigational
514	DB00630	alendronic_acid	approved
515	DB00631	clofarabine	approved;investigational
516	DB00632	docosanol	approved;investigational
517	DB00633	dexmedetomidine	approved;vet_approved
518	DB00634	sulfacetamide	approved
519	DB00635	prednisone	approved;vet_approved
520	DB00636	clofibrate	approved;investigational
521	DB00637	astemizole	approved;withdrawn
522	DB00638	inulin	approved;investigational;nutraceutical
523	DB00639	butoconazole	approved
524	DB00640	adenosine	approved;investigational
525	DB00641	simvastatin	approved
526	DB00642	pemetrexed	approved;investigational
527	DB00643	mebendazole	approved;vet_approved
528	DB00644	gonadorelin	approved;investigational;vet_approved
529	DB00645	dyclonine	approved
530	DB00646	nystatin	approved;vet_approved
531	DB00647	dextropropoxyphene	approved;illicit;investigational;withdrawn
532	DB00648	mitotane	approved
533	DB00649	stavudine	approved;investigational
534	DB00650	leucovorin	approved
535	DB00651	dyphylline	approved
536	DB00652	pentazocine	approved;vet_approved
537	DB00653	magnesium_sulfate	approved;investigational;vet_approved
538	DB00654	latanoprost	approved;investigational
539	DB00655	estrone	approved
540	DB00656	trazodone	approved;investigational
541	DB00657	mecamylamine	approved;investigational
542	DB00658	sevelamer	approved
543	DB00659	acamprosate	approved;investigational
544	DB00660	metaxalone	approved
545	DB00661	verapamil	approved
546	DB00662	trimethobenzamide	approved;investigational
547	DB00663	flumethasone	approved;vet_approved
548	DB00664	sulfametopyrazine	approved;withdrawn
549	DB00665	nilutamide	approved;investigational
550	DB00666	nafarelin	approved
551	DB00668	epinephrine	approved;vet_approved
552	DB00669	sumatriptan	approved;investigational
553	DB00670	pirenzepine	approved
554	DB00671	cefixime	approved;investigational
555	DB00672	chlorpropamide	approved;investigational
556	DB00673	aprepitant	approved;investigational
557	DB00674	galantamine	approved
558	DB00675	tamoxifen	approved
559	DB00676	benzyl_benzoate	approved
560	DB00677	isoflurophate	approved;investigational;withdrawn
561	DB00678	losartan	approved
562	DB00679	thioridazine	approved;withdrawn
563	DB00680	moricizine	approved;investigational;withdrawn
564	DB00681	amphotericin_b	approved;investigational
565	DB00682	warfarin	approved
566	DB00683	midazolam	approved;illicit
567	DB00684	tobramycin	approved;investigational
568	DB00685	trovafloxacin	approved;investigational;withdrawn
569	DB00686	pentosan_polysulfate	approved
570	DB00687	fludrocortisone	approved;investigational
571	DB00688	mycophenolate_mofetil	approved;investigational
572	DB00689	cephaloglycin	approved
573	DB00690	flurazepam	approved;illicit;investigational
574	DB00691	moexipril	approved
575	DB00692	phentolamine	approved
576	DB00693	fluorescein	approved
577	DB00694	daunorubicin	approved
578	DB00695	furosemide	approved;vet_approved
579	DB00696	ergotamine	approved
580	DB00697	tizanidine	approved;investigational
581	DB00698	nitrofurantoin	approved;vet_approved
582	DB00699	nicergoline	approved;investigational
583	DB00700	eplerenone	approved
584	DB00701	amprenavir	approved;investigational
585	DB00703	methazolamide	approved
586	DB00704	naltrexone	approved;investigational;vet_approved
587	DB00705	delavirdine	approved
588	DB00706	tamsulosin	approved;investigational
589	DB00708	sufentanil	approved;investigational
590	DB00709	lamivudine	approved;investigational
591	DB00710	ibandronate	approved;investigational
592	DB00711	diethylcarbamazine	approved;investigational;vet_approved
593	DB00712	flurbiprofen	approved;investigational
594	DB00713	oxacillin	approved;investigational
595	DB00714	apomorphine	approved;investigational
596	DB00715	paroxetine	approved;investigational
597	DB00716	nedocromil	approved;investigational
598	DB00717	norethisterone	approved
599	DB00718	adefovir_dipivoxil	approved;investigational
600	DB00719	azatadine	approved
601	DB00720	clodronic_acid	approved;investigational;vet_approved
602	DB00721	procaine	approved;investigational;vet_approved
603	DB00722	lisinopril	approved;investigational
604	DB00723	methoxamine	approved;investigational
605	DB00724	imiquimod	approved;investigational
606	DB00725	homatropine_methylbromide	approved
607	DB00726	trimipramine	approved
608	DB00727	nitroglycerin	approved;investigational
609	DB00728	rocuronium	approved
610	DB00730	thiabendazole	approved;vet_approved
611	DB00731	nateglinide	approved;investigational
612	DB00732	atracurium_besylate	approved
613	DB00733	pralidoxime	approved;vet_approved
614	DB00734	risperidone	approved;investigational
615	DB00735	naftifine	approved
616	DB00736	esomeprazole	approved;investigational
617	DB00737	meclizine	approved
618	DB00738	pentamidine	approved;investigational
619	DB00739	hetacillin	approved;vet_approved;withdrawn
620	DB00740	riluzole	approved;investigational
621	DB00741	hydrocortisone	approved;vet_approved
622	DB00742	mannitol	approved;investigational
623	DB00743	gadobenic_acid	approved;investigational
624	DB00744	zileuton	approved;investigational;withdrawn
625	DB00745	modafinil	approved;investigational
626	DB00746	deferoxamine	approved;investigational
627	DB00747	scopolamine	approved;investigational
628	DB00748	carbinoxamine	approved
629	DB00749	etodolac	approved;investigational;vet_approved
630	DB00750	prilocaine	approved
631	DB00751	epinastine	approved;investigational
632	DB00752	tranylcypromine	approved;investigational
633	DB00753	isoflurane	approved;vet_approved
634	DB00754	ethotoin	approved
635	DB00755	tretinoin	approved;investigational;nutraceutical
636	DB00756	hexachlorophene	approved;withdrawn
637	DB00757	dolasetron	approved;investigational
638	DB00758	clopidogrel	approved
639	DB00759	tetracycline	approved;vet_approved
640	DB00760	meropenem	approved;investigational
641	DB00761	potassium_chloride	approved;withdrawn
642	DB00762	irinotecan	approved;investigational
643	DB00763	methimazole	approved
644	DB00764	mometasone	approved;vet_approved
645	DB00765	metyrosine	approved
646	DB00766	clavulanic_acid	approved;vet_approved
647	DB00767	benzquinamide	withdrawn
648	DB00768	olopatadine	approved
649	DB00769	hydrocortamate	approved
650	DB00770	alprostadil	approved;investigational
651	DB00771	clidinium	approved
652	DB00772	malathion	approved;investigational
653	DB00773	etoposide	approved
654	DB00774	hydroflumethiazide	approved;investigational
655	DB00775	tirofiban	approved
656	DB00776	oxcarbazepine	approved
657	DB00777	propiomazine	approved
658	DB00778	roxithromycin	approved;investigational;withdrawn
659	DB00779	nalidixic_acid	approved;investigational
660	DB00780	phenelzine	approved
661	DB00782	propantheline	approved
662	DB00783	estradiol	approved;investigational;vet_approved
663	DB00784	mefenamic_acid	approved
664	DB00786	marimastat	investigational
665	DB00787	acyclovir	approved
666	DB00788	naproxen	approved;vet_approved
667	DB00789	gadopentetic_acid	approved
668	DB00790	perindopril	approved
669	DB00791	uracil_mustard	approved
670	DB00792	tripelennamine	approved;vet_approved
671	DB00793	haloprogin	approved;withdrawn
672	DB00794	primidone	approved;vet_approved
673	DB00795	sulfasalazine	approved
674	DB00796	candesartan_cilexetil	approved
675	DB00797	tolazoline	approved;vet_approved
676	DB00798	gentamicin	approved;vet_approved
677	DB00799	tazarotene	approved;investigational
678	DB00800	fenoldopam	approved
679	DB00801	halazepam	approved;illicit;withdrawn
680	DB00802	alfentanil	approved;illicit
681	DB00803	colistin	approved
682	DB00804	dicyclomine	approved
683	DB00805	minaprine	approved
684	DB00806	pentoxifylline	approved;investigational
685	DB00807	proparacaine	approved;vet_approved
686	DB00808	indapamide	approved
687	DB00809	tropicamide	approved;investigational
688	DB00810	biperiden	approved;investigational
689	DB00811	ribavirin	approved
690	DB00812	phenylbutazone	approved;vet_approved
