CANDO_ID	INDICATION_NAME	MESH_ID	INDICATION_ID
390	Abdominal Pain	MESH:D015746	8
536	Abdominal Pain	MESH:D015746	8
833	Abducens Nerve Diseases	MESH:D020434	9
9867	Aberrant Crypt Foci	MESH:D058739	10
9955	Aberrant Crypt Foci	MESH:D058739	10
8274	Aberrant Crypt Foci	MESH:D058739	10
489	Aberrant Crypt Foci	MESH:D058739	10
1377	Aberrant Crypt Foci	MESH:D058739	10
1623	Aberrant Crypt Foci	MESH:D058739	10
820	Aberrant Crypt Foci	MESH:D058739	10
5107	Aberrant Crypt Foci	MESH:D058739	10
10668	Aberrant Crypt Foci	MESH:D058739	10
1558	Abnormalities, Drug-Induced	MESH:D000014	11
54	Abnormalities, Drug-Induced	MESH:D000014	11
519	Abnormalities, Drug-Induced	MESH:D000014	11
7087	Abnormalities, Drug-Induced	MESH:D000014	11
5107	Abnormalities, Drug-Induced	MESH:D000014	11
9647	Abnormalities, Drug-Induced	MESH:D000014	11
96	Abnormalities, Drug-Induced	MESH:D000014	11
7487	Abnormalities, Drug-Induced	MESH:D000014	11
4134	Abnormalities, Drug-Induced	MESH:D000014	11
643	Abnormalities, Drug-Induced	MESH:D000014	11
2450	Abnormalities, Multiple	MESH:D000015	12
7307	Abnormalities, Multiple	MESH:D000015	12
39	Abnormalities, Severe Teratoid	MESH:D009008	13
98	Abortion, Habitual	MESH:D000026	14
223	Abortion, Spontaneous	MESH:D000022	15
805	Abortion, Spontaneous	MESH:D000022	15
712	Abortion, Spontaneous	MESH:D000022	15
149	Abortion, Spontaneous	MESH:D000022	15
269	Abortion, Threatened	MESH:D000033	16
6	Abscess	MESH:D000038	17
462	Abscess	MESH:D000038	17
792	Abscess	MESH:D000038	17
491	Abscess	MESH:D000038	17
421	Abscess	MESH:D000038	17
8283	Abscess	MESH:D000038	17
485	Abscess	MESH:D000038	17
345	Abscess	MESH:D000038	17
327	Abscess	MESH:D000038	17
567	Abscess	MESH:D000038	17
247	Abscess	MESH:D000038	17
304	Abscess	MESH:D000038	17
168	Abscess	MESH:D000038	17
399	Abscess	MESH:D000038	17
676	Abscess	MESH:D000038	17
1079	Abscess	MESH:D000038	17
1393	Abscess	MESH:D000038	17
755	Acanthamoeba Keratitis	MESH:D015823	18
618	Acanthamoeba Keratitis	MESH:D015823	18
1199	Acid-Base Imbalance	MESH:D000137	19
5065	Acidosis	MESH:D000138	20
7328	Acidosis	MESH:D000138	20
848	Acidosis	MESH:D000138	20
774	Acidosis	MESH:D000138	20
48	Acidosis	MESH:D000138	20
1199	Acidosis	MESH:D000138	20
718	Acidosis	MESH:D000138	20
9895	Acidosis	MESH:D000138	20
1080	Acidosis	MESH:D000138	20
7504	Acidosis, Lactic	MESH:D000140	21
888	Acidosis, Lactic	MESH:D000140	21
7328	Acidosis, Renal Tubular	MESH:D000141	22
415	Acidosis, Renal Tubular	MESH:D000141	22
519	Acidosis, Renal Tubular	MESH:D000141	22
1050	Acidosis, Respiratory	MESH:D000142	23
212	Acinetobacter Infections	MESH:D000151	24
8283	Acinetobacter Infections	MESH:D000151	24
432	Acne Vulgaris	MESH:D000152	25
1057	Acne Vulgaris	MESH:D000152	25
635	Acne Vulgaris	MESH:D000152	25
624	Acne Vulgaris	MESH:D000152	25
889	Acne Vulgaris	MESH:D000152	25
94	Acne Vulgaris	MESH:D000152	25
832	Acne Vulgaris	MESH:D000152	25
9060	Acne Vulgaris	MESH:D000152	25
737	Acne Vulgaris	MESH:D000152	25
4406	Acne Vulgaris	MESH:D000152	25
850	Acne Vulgaris	MESH:D000152	25
144	Acne Vulgaris	MESH:D000152	25
7301	Acne Vulgaris	MESH:D000152	25
332	Acne Vulgaris	MESH:D000152	25
310	Acne Vulgaris	MESH:D000152	25
7285	Acne Vulgaris	MESH:D000152	25
855	Acne Vulgaris	MESH:D000152	25
639	Acne Vulgaris	MESH:D000152	25
148	Acne Vulgaris	MESH:D000152	25
105	Acne Vulgaris	MESH:D000152	25
479	Acne Vulgaris	MESH:D000152	25
58	Acne Vulgaris	MESH:D000152	25
148	Acneiform Eruptions	MESH:D017486	26
94	Acneiform Eruptions	MESH:D017486	26
855	Acneiform Eruptions	MESH:D017486	26
889	Acneiform Eruptions	MESH:D017486	26
792	Acneiform Eruptions	MESH:D017486	26
7285	Acneiform Eruptions	MESH:D017486	26
971	Acquired CJD	MESH:C538481	27
737	Acquired Hyperostosis Syndrome	MESH:D020083	28
289	Acquired Hyperostosis Syndrome	MESH:D020083	28
4676	Acquired Hyperostosis Syndrome	MESH:D020083	28
919	Acquired Hyperostosis Syndrome	MESH:D020083	28
533	Acquired Immunodeficiency Syndrome	MESH:D000163	29
499	Acquired Immunodeficiency Syndrome	MESH:D000163	29
776	Acquired Immunodeficiency Syndrome	MESH:D000163	29
700	Acquired Immunodeficiency Syndrome	MESH:D000163	29
724	Acquired Immunodeficiency Syndrome	MESH:D000163	29
818	Acquired Immunodeficiency Syndrome	MESH:D000163	29
392	Acquired Immunodeficiency Syndrome	MESH:D000163	29
384	Acquired Immunodeficiency Syndrome	MESH:D000163	29
119	Acquired Immunodeficiency Syndrome	MESH:D000163	29
665	Acquired Immunodeficiency Syndrome	MESH:D000163	29
618	Acquired Immunodeficiency Syndrome	MESH:D000163	29
551	Acquired angioedema	MESH:C538173	30
833	Acquired angioedema	MESH:C538173	30
1384	Acrodermatitis	MESH:D000169	31
1100	Acrodermatitis	MESH:D000169	31
4382	Acrodermatitis enteropathica	MESH:C538178	32
1067	Acromegaly	MESH:D000172	33
5121	Acromegaly	MESH:D000172	33
9	Acromegaly	MESH:D000172	33
1388	Actinomycosis	MESH:D000196	34
4895	Actinomycosis	MESH:D000196	34
950	Actinomycosis	MESH:D000196	34
158	Acute Coronary Syndrome	MESH:D054058	35
638	Acute Coronary Syndrome	MESH:D054058	35
482	Acute Coronary Syndrome	MESH:D054058	35
707	Acute Coronary Syndrome	MESH:D054058	35
737	Acute Coronary Syndrome	MESH:D054058	35
4813	Acute Coronary Syndrome	MESH:D054058	35
426	Acute Coronary Syndrome	MESH:D054058	35
820	Acute Coronary Syndrome	MESH:D054058	35
1003	Acute Coronary Syndrome	MESH:D054058	35
966	Acute Coronary Syndrome	MESH:D054058	35
944	Acute Coronary Syndrome	MESH:D054058	35
575	Acute Coronary Syndrome	MESH:D054058	35
608	Acute Coronary Syndrome	MESH:D054058	35
0	Acute Coronary Syndrome	MESH:D054058	35
9512	Acute Coronary Syndrome	MESH:D054058	35
206	Acute Disease	MESH:D000208	36
448	Acute Disease	MESH:D000208	36
81	Acute Disease	MESH:D000208	36
1181	Acute Disease	MESH:D000208	36
614	Acute Disease	MESH:D000208	36
737	Acute Kidney Injury	MESH:D058186	37
519	Acute Kidney Injury	MESH:D058186	37
251	Acute Kidney Injury	MESH:D058186	37
1201	Acute Kidney Injury	MESH:D058186	37
754	Acute Kidney Injury	MESH:D058186	37
345	Acute Kidney Injury	MESH:D058186	37
9653	Acute Kidney Injury	MESH:D058186	37
10015	Acute Kidney Injury	MESH:D058186	37
9640	Acute Kidney Injury	MESH:D058186	37
779	Acute Kidney Injury	MESH:D058186	37
5107	Acute Kidney Injury	MESH:D058186	37
272	Acute Kidney Injury	MESH:D058186	37
793	Acute Kidney Injury	MESH:D058186	37
805	Acute Kidney Injury	MESH:D058186	37
820	Acute Kidney Injury	MESH:D058186	37
340	Acute Kidney Injury	MESH:D058186	37
6087	Acute Kidney Injury	MESH:D058186	37
1100	Acute Kidney Injury	MESH:D058186	37
1199	Acute Kidney Injury	MESH:D058186	37
9748	Acute Kidney Injury	MESH:D058186	37
223	Acute Kidney Injury	MESH:D058186	37
7769	Acute Kidney Injury	MESH:D058186	37
626	Acute Kidney Injury	MESH:D058186	37
7613	Acute Kidney Injury	MESH:D058186	37
1191	Acute Kidney Injury	MESH:D058186	37
650	Acute Kidney Injury	MESH:D058186	37
7455	Acute Kidney Injury	MESH:D058186	37
171	Acute Kidney Injury	MESH:D058186	37
7437	Acute Kidney Injury	MESH:D058186	37
7429	Acute Kidney Injury	MESH:D058186	37
9873	Acute Kidney Injury	MESH:D058186	37
534	Acute Kidney Injury	MESH:D058186	37
7389	Acute Kidney Injury	MESH:D058186	37
676	Acute Kidney Injury	MESH:D058186	37
678	Acute Kidney Injury	MESH:D058186	37
9799	Acute Kidney Injury	MESH:D058186	37
7327	Acute Kidney Injury	MESH:D058186	37
520	Acute Kidney Injury	MESH:D058186	37
7259	Acute Kidney Injury	MESH:D058186	37
4948	Acute Kidney Injury	MESH:D058186	37
833	Acute Kidney Injury	MESH:D058186	37
839	Acute Kidney Injury	MESH:D058186	37
360	Acute Kidney Injury	MESH:D058186	37
3821	Acute Kidney Injury	MESH:D058186	37
8725	Acute Kidney Injury	MESH:D058186	37
1384	Acute Kidney Injury	MESH:D058186	37
413	Acute Kidney Injury	MESH:D058186	37
10535	Acute Kidney Injury	MESH:D058186	37
10026	Acute Kidney Injury	MESH:D058186	37
961	Acute Kidney Injury	MESH:D058186	37
962	Acute Kidney Injury	MESH:D058186	37
2244	Acute Kidney Injury	MESH:D058186	37
1777	Acute Kidney Injury	MESH:D058186	37
1715	Acute Kidney Injury	MESH:D058186	37
1387	Acute Kidney Injury	MESH:D058186	37
1649	Acute Kidney Injury	MESH:D058186	37
1457	Acute Kidney Injury	MESH:D058186	37
9031	Acute Kidney Injury	MESH:D058186	37
1003	Acute Kidney Injury	MESH:D058186	37
1010	Acute Kidney Injury	MESH:D058186	37
415	Acute Kidney Injury	MESH:D058186	37
1393	Acute Kidney Injury	MESH:D058186	37
1048	Acute Kidney Injury	MESH:D058186	37
8522	Acute Kidney Injury	MESH:D058186	37
70	Acute Kidney Injury	MESH:D058186	37
291	Acute Kidney Injury	MESH:D058186	37
10179	Acute Kidney Injury	MESH:D058186	37
4842	Acute Kidney Injury	MESH:D058186	37
4802	Acute Kidney Injury	MESH:D058186	37
860	Acute Kidney Injury	MESH:D058186	37
468	Acute Kidney Injury	MESH:D058186	37
1071	Acute Kidney Injury	MESH:D058186	37
4740	Acute Kidney Injury	MESH:D058186	37
61	Acute Kidney Injury	MESH:D058186	37
467	Acute Kidney Injury	MESH:D058186	37
861	Acute Kidney Injury	MESH:D058186	37
4588	Acute Kidney Injury	MESH:D058186	37
871	Acute Kidney Injury	MESH:D058186	37
876	Acute Kidney Injury	MESH:D058186	37
893	Acute Kidney Injury	MESH:D058186	37
903	Acute Kidney Injury	MESH:D058186	37
4408	Acute Kidney Injury	MESH:D058186	37
4272	Acute Kidney Injury	MESH:D058186	37
7	Acute Kidney Injury	MESH:D058186	37
1050	Acute Kidney Injury	MESH:D058186	37
4066	Acute Kidney Injury	MESH:D058186	37
7900	Acute Kidney Injury	MESH:D058186	37
1397	Acute Kidney Injury	MESH:D058186	37
8221	Acute Kidney Injury	MESH:D058186	37
1131	Acute Kidney Injury	MESH:D058186	37
8416	Acute Kidney Injury	MESH:D058186	37
8171	Acute Kidney Injury	MESH:D058186	37
578	Acute Kidney Injury	MESH:D058186	37
561	Acute Kidney Injury	MESH:D058186	37
8274	Acute Kidney Injury	MESH:D058186	37
622	Acute Kidney Injury	MESH:D058186	37
1480	Acute Lung Injury	MESH:D055371	38
7941	Acute Lung Injury	MESH:D055371	38
911	Acute Lung Injury	MESH:D055371	38
4272	Acute Lung Injury	MESH:D055371	38
525	Acute Lung Injury	MESH:D055371	38
5083	Acute Lung Injury	MESH:D055371	38
1715	Acute Lung Injury	MESH:D055371	38
4434	Acute Lung Injury	MESH:D055371	38
696	Acute Lung Injury	MESH:D055371	38
1623	Acute Lung Injury	MESH:D055371	38
4967	Acute Lung Injury	MESH:D055371	38
621	Acute Lung Injury	MESH:D055371	38
8220	Acute Lung Injury	MESH:D055371	38
712	Acute Lung Injury	MESH:D055371	38
3469	Acute Lung Injury	MESH:D055371	38
9955	Acute Lung Injury	MESH:D055371	38
1100	Acute Lung Injury	MESH:D055371	38
7900	Acute Lung Injury	MESH:D055371	38
622	Acute Lung Injury	MESH:D055371	38
737	Acute Lung Injury	MESH:D055371	38
7373	Acute Lung Injury	MESH:D055371	38
4739	Acute Lung Injury	MESH:D055371	38
92	Acute Lung Injury	MESH:D055371	38
517	Acute Lung Injury	MESH:D055371	38
8274	Acute Lung Injury	MESH:D055371	38
1010	Acute Lung Injury	MESH:D055371	38
820	Acute Lung Injury	MESH:D055371	38
624	Acute Lung Injury	MESH:D055371	38
4588	Acute Lung Injury	MESH:D055371	38
3821	Acute Lung Injury	MESH:D055371	38
561	Acute Lung Injury	MESH:D055371	38
7316	Acute Lung Injury	MESH:D055371	38
7099	Acute Lung Injury	MESH:D055371	38
470	Acute Pain	MESH:D059787	39
694	Adams-Stokes Syndrome	MESH:D000219	40
932	Adams-Stokes Syndrome	MESH:D000219	40
570	Addison Disease	MESH:D000224	41
621	Addison Disease	MESH:D000224	41
4311	Adenocarcinoma	MESH:D000230	42
4226	Adenocarcinoma	MESH:D000230	42
962	Adenocarcinoma	MESH:D000230	42
489	Adenocarcinoma	MESH:D000230	42
5547	Adenocarcinoma	MESH:D000230	42
3214	Adenocarcinoma	MESH:D000230	42
163	Adenocarcinoma	MESH:D000230	42
447	Adenocarcinoma	MESH:D000230	42
9739	Adenocarcinoma	MESH:D000230	42
933	Adenocarcinoma	MESH:D000230	42
728	Adenocarcinoma	MESH:D000230	42
3681	Adenocarcinoma	MESH:D000230	42
7097	Adenocarcinoma	MESH:D000230	42
249	Adenocarcinoma	MESH:D000230	42
253	Adenocarcinoma	MESH:D000230	42
371	Adenocarcinoma	MESH:D000230	42
558	Adenocarcinoma	MESH:D000230	42
1114	Adenocarcinoma	MESH:D000230	42
210	Adenocarcinoma	MESH:D000230	42
2268	Adenocarcinoma	MESH:D000230	42
508	Adenocarcinoma	MESH:D000230	42
9136	Adenocarcinoma	MESH:D000230	42
6342	Adenocarcinoma	MESH:D000230	42
7937	Adenocarcinoma	MESH:D000230	42
919	Adenocarcinoma	MESH:D000230	42
1	Adenocarcinoma	MESH:D000230	42
221	Adenocarcinoma	MESH:D000230	42
1036	Adenocarcinoma	MESH:D000230	42
330	Adenocarcinoma	MESH:D000230	42
286	Adenocarcinoma	MESH:D000230	42
1055	Adenocarcinoma	MESH:D000230	42
1239	Adenocarcinoma	MESH:D000230	42
202	Adenocarcinoma	MESH:D000230	42
4962	Adenocarcinoma	MESH:D000230	42
1490	Adenocarcinoma	MESH:D000230	42
9	Adenocarcinoma	MESH:D000230	42
653	Adenocarcinoma	MESH:D000230	42
149	Adenocarcinoma	MESH:D000230	42
425	Adenocarcinoma	MESH:D000230	42
877	Adenocarcinoma	MESH:D000230	42
1433	Adenocarcinoma	MESH:D000230	42
156	Adenocarcinoma	MESH:D000230	42
4522	Adenocarcinoma	MESH:D000230	42
388	Adenocarcinoma	MESH:D000230	42
4573	Adenocarcinoma	MESH:D000230	42
869	Adenocarcinoma	MESH:D000230	42
151	Adenocarcinoma	MESH:D000230	42
1018	Adenocarcinoma	MESH:D000230	42
96	Adenocarcinoma	MESH:D000230	42
215	Adenocarcinoma	MESH:D000230	42
969	Adenocarcinoma	MESH:D000230	42
198	Adenocarcinoma	MESH:D000230	42
317	Adenocarcinoma	MESH:D000230	42
912	Adenocarcinoma	MESH:D000230	42
1048	Adenocarcinoma	MESH:D000230	42
1095	Adenocarcinoma	MESH:D000230	42
414	Adenocarcinoma	MESH:D000230	42
415	Adenocarcinoma	MESH:D000230	42
428	Adenocarcinoma	MESH:D000230	42
901	Adenocarcinoma	MESH:D000230	42
534	Adenocarcinoma	MESH:D000230	42
186	Adenocarcinoma	MESH:D000230	42
1084	Adenocarcinoma	MESH:D000230	42
198	Adenocarcinoma of Lung	MESH:D000077192	43
454	Adenocarcinoma of Lung	MESH:D000077192	43
1036	Adenocarcinoma of Lung	MESH:D000077192	43
210	Adenocarcinoma of Lung	MESH:D000077192	43
253	Adenocarcinoma of Lung	MESH:D000077192	43
1114	Adenocarcinoma of Lung	MESH:D000077192	43
1095	Adenocarcinoma of Lung	MESH:D000077192	43
526	Adenocarcinoma of Lung	MESH:D000077192	43
7097	Adenocarcinoma of Lung	MESH:D000077192	43
4573	Adenocarcinoma of Lung	MESH:D000077192	43
414	Adenocarcinoma of Lung	MESH:D000077192	43
1433	Adenocarcinoma of Lung	MESH:D000077192	43
1114	Adenocarcinoma, Mucinous	MESH:D002288	44
969	Adenocarcinoma, Mucinous	MESH:D002288	44
9	Adenoma	MESH:D000236	45
820	Adenoma	MESH:D000236	45
8274	Adenoma	MESH:D000236	45
221	Adenoma	MESH:D000236	45
489	Adenoma	MESH:D000236	45
593	Adenoma	MESH:D000236	45
933	Adenoma	MESH:D000236	45
1067	Adenoma	MESH:D000236	45
803	Adenoma	MESH:D000236	45
7900	Adenoma	MESH:D000236	45
54	Adenoma	MESH:D000236	45
730	Adenoma	MESH:D000236	45
9132	Adenoma	MESH:D000236	45
1100	Adenoma	MESH:D000236	45
438	Adenoma	MESH:D000236	45
96	Adenoma	MESH:D000236	45
4833	Adenomatous Polyposis Coli	MESH:D011125	46
489	Adenomatous Polyposis Coli	MESH:D011125	46
593	Adenomatous Polyposis Coli	MESH:D011125	46
3821	Adenomatous Polyposis Coli	MESH:D011125	46
8522	Adenomatous Polyposis Coli	MESH:D011125	46
7900	Adenomatous Polyposis Coli	MESH:D011125	46
371	Adenomatous Polyposis Coli	MESH:D011125	46
489	Adenomatous Polyps	MESH:D018256	47
438	Adenomatous Polyps	MESH:D018256	47
366	Adenoviridae Infections	MESH:D000257	48
261	Adenoviridae Infections	MESH:D000257	48
5667	Adenoviridae Infections	MESH:D000257	48
689	Adenoviridae Infections	MESH:D000257	48
860	Adenoviridae Infections	MESH:D000257	48
175	Adiposis Dolorosa	MESH:D000274	49
7640	Adrenal Cortex Diseases	MESH:D000303	50
301	Adrenal Cortex Neoplasms	MESH:D000306	51
488	Adrenal Gland Diseases	MESH:D000307	52
1677	Adrenal Gland Diseases	MESH:D000307	52
532	Adrenal Gland Neoplasms	MESH:D000310	53
1100	Adrenal Hyperplasia, Congenital	MESH:D000312	54
1490	Adrenal Insufficiency	MESH:D000309	55
1100	Adrenal Insufficiency	MESH:D000309	55
621	Adrenal Insufficiency	MESH:D000309	55
1126	Adrenocortical Carcinoma	MESH:D018268	56
653	Adrenocortical Carcinoma	MESH:D018268	56
425	Adrenocortical Carcinoma	MESH:D018268	56
869	Adrenocortical Carcinoma	MESH:D018268	56
898	Adrenocortical Carcinoma	MESH:D018268	56
1095	Adrenocortical Carcinoma	MESH:D018268	56
249	Adrenocortical Carcinoma	MESH:D018268	56
712	Adrenocortical Carcinoma	MESH:D018268	56
317	Adrenocortical Carcinoma	MESH:D018268	56
532	Adrenocortical Carcinoma	MESH:D018268	56
972	Affective Disorders, Psychotic	MESH:D000341	57
507	Affective Disorders, Psychotic	MESH:D000341	57
361	Affective Disorders, Psychotic	MESH:D000341	57
364	Affective Disorders, Psychotic	MESH:D000341	57
391	Affective Disorders, Psychotic	MESH:D000341	57
1181	Affective Disorders, Psychotic	MESH:D000341	57
448	Affective Disorders, Psychotic	MESH:D000341	57
1113	Affective Disorders, Psychotic	MESH:D000341	57
214	Affective Disorders, Psychotic	MESH:D000341	57
10022	Affective Disorders, Psychotic	MESH:D000341	57
1306	Affective Disorders, Psychotic	MESH:D000341	57
226	Affective Disorders, Psychotic	MESH:D000341	57
673	Agammaglobulinemia	MESH:D000361	58
54	Ageusia	MESH:D000370	59
684	Aggressive Periodontitis	MESH:D010520	60
7408	Agnosia	MESH:D000377	61
660	Agoraphobia	MESH:D000379	62
347	Agoraphobia	MESH:D000379	62
707	Agoraphobia	MESH:D000379	62
294	Agoraphobia	MESH:D000379	62
255	Agoraphobia	MESH:D000379	62
596	Agoraphobia	MESH:D000379	62
430	Agoraphobia	MESH:D000379	62
1397	Agranulocytosis	MESH:D000380	63
212	Agranulocytosis	MESH:D000380	63
1480	Agranulocytosis	MESH:D000380	63
4146	Agranulocytosis	MESH:D000380	63
567	Agranulocytosis	MESH:D000380	63
368	Agranulocytosis	MESH:D000380	63
551	Airway Obstruction	MESH:D000402	64
1216	Airway Obstruction	MESH:D000402	64
171	Airway Obstruction	MESH:D000402	64
456	Airway Obstruction	MESH:D000402	64
7900	Airway Obstruction	MESH:D000402	64
1089	Airway Obstruction	MESH:D000402	64
209	Airway Obstruction	MESH:D000402	64
3821	Airway Obstruction	MESH:D000402	64
284	Airway Obstruction	MESH:D000402	64
748	Airway Obstruction	MESH:D000402	64
943	Airway Obstruction	MESH:D000402	64
4311	Airway Remodeling	MESH:D056151	65
139	Akathisia, Drug-Induced	MESH:D017109	66
277	Akathisia, Drug-Induced	MESH:D017109	66
1016	Akathisia, Drug-Induced	MESH:D017109	66
4774	Akathisia, Drug-Induced	MESH:D017109	66
140	Akathisia, Drug-Induced	MESH:D017109	66
267	Akathisia, Drug-Induced	MESH:D017109	66
596	Akathisia, Drug-Induced	MESH:D017109	66
707	Akathisia, Drug-Induced	MESH:D017109	66
4578	Akathisia, Drug-Induced	MESH:D017109	66
943	Akathisia, Drug-Induced	MESH:D017109	66
158	Akathisia, Drug-Induced	MESH:D017109	66
294	Akathisia, Drug-Induced	MESH:D017109	66
1072	Akathisia, Drug-Induced	MESH:D017109	66
696	Akathisia, Drug-Induced	MESH:D017109	66
936	Akathisia, Drug-Induced	MESH:D017109	66
688	Akathisia, Drug-Induced	MESH:D017109	66
1070	Akathisia, Drug-Induced	MESH:D017109	66
8602	Akathisia, Drug-Induced	MESH:D017109	66
81	Akathisia, Drug-Induced	MESH:D017109	66
719	Akathisia, Drug-Induced	MESH:D017109	66
158	Akinetic Mutism	MESH:D000405	67
79	Akinetic Mutism	MESH:D000405	67
81	Akinetic Mutism	MESH:D000405	67
1176	Akinetic Mutism	MESH:D000405	67
391	Akinetic Mutism	MESH:D000405	67
1067	Akinetic Mutism	MESH:D000405	67
404	Albuminuria	MESH:D000419	68
4588	Albuminuria	MESH:D000419	68
301	Albuminuria	MESH:D000419	68
922	Albuminuria	MESH:D000419	68
9	Albuminuria	MESH:D000419	68
8313	Albuminuria	MESH:D000419	68
1134	Albuminuria	MESH:D000419	68
1389	Albuminuria	MESH:D000419	68
871	Albuminuria	MESH:D000419	68
72	Albuminuria	MESH:D000419	68
73	Albuminuria	MESH:D000419	68
999	Albuminuria	MESH:D000419	68
459	Albuminuria	MESH:D000419	68
9132	Albuminuria	MESH:D000419	68
8682	Albuminuria	MESH:D000419	68
92	Albuminuria	MESH:D000419	68
900	Albuminuria	MESH:D000419	68
982	Albuminuria	MESH:D000419	68
426	Albuminuria	MESH:D000419	68
1003	Albuminuria	MESH:D000419	68
4647	Albuminuria	MESH:D000419	68
468	Albuminuria	MESH:D000419	68
5132	Albuminuria	MESH:D000419	68
686	Albuminuria	MESH:D000419	68
381	Albuminuria	MESH:D000419	68
9872	Albuminuria	MESH:D000419	68
684	Albuminuria	MESH:D000419	68
158	Albuminuria	MESH:D000419	68
9741	Albuminuria	MESH:D000419	68
169	Albuminuria	MESH:D000419	68
370	Albuminuria	MESH:D000419	68
1169	Albuminuria	MESH:D000419	68
7469	Albuminuria	MESH:D000419	68
525	Albuminuria	MESH:D000419	68
561	Albuminuria	MESH:D000419	68
7901	Albuminuria	MESH:D000419	68
7389	Albuminuria	MESH:D000419	68
7991	Albuminuria	MESH:D000419	68
8546	Albuminuria	MESH:D000419	68
7402	Albuminuria	MESH:D000419	68
668	Albuminuria	MESH:D000419	68
1100	Albuminuria	MESH:D000419	68
6444	Albuminuria	MESH:D000419	68
506	Albuminuria	MESH:D000419	68
32	Albuminuria	MESH:D000419	68
801	Albuminuria	MESH:D000419	68
9773	Albuminuria	MESH:D000419	68
5147	Albuminuria	MESH:D000419	68
7834	Albuminuria	MESH:D000419	68
7900	Albuminuria	MESH:D000419	68
4742	Albuminuria	MESH:D000419	68
235	Albuminuria	MESH:D000419	68
603	Albuminuria	MESH:D000419	68
223	Albuminuria	MESH:D000419	68
839	Albuminuria	MESH:D000419	68
474	Albuminuria	MESH:D000419	68
146	Alcohol Withdrawal Delirium	MESH:D000430	69
263	Alcohol Withdrawal Delirium	MESH:D000430	69
707	Alcohol Withdrawal Delirium	MESH:D000430	69
364	Alcohol Withdrawal Delirium	MESH:D000430	69
7379	Alcohol Withdrawal Delirium	MESH:D000430	69
81	Alcohol Withdrawal Delirium	MESH:D000430	69
54	Alcohol Withdrawal Delirium	MESH:D000430	69
391	Alcohol Withdrawal Delirium	MESH:D000430	69
48	Alcohol Withdrawal Delirium	MESH:D000430	69
146	Alcohol Withdrawal Seizures	MESH:D020270	70
1041	Alcohol Withdrawal Seizures	MESH:D020270	70
4930	Alcohol Withdrawal Seizures	MESH:D020270	70
707	Alcohol Withdrawal Seizures	MESH:D020270	70
586	Alcohol-Induced Disorders	MESH:D020751	71
364	Alcohol-Induced Disorders	MESH:D020751	71
913	Alcohol-Induced Disorders	MESH:D020751	71
797	Alcohol-Induced Disorders	MESH:D020751	71
209	Alcohol-Induced Disorders	MESH:D020751	71
948	Alcohol-Induced Disorders	MESH:D020751	71
1132	Alcohol-Induced Disorders, Nervous System	MESH:D020268	72
